1;24;27;False;True;False;-1622132856501;0;657;-1622132857158;650;0;1622132856501;(928.8, 681.4);1;1622132856508;1622132857158;(1295.1, 1018.4);0;0;0;(0.0, 0.0);;;
2;21;19;False;True;False;-1622132857763;0;765;-1622132858528;759;0;1622132857763;(1082.7, 696.0);1;1622132857769;1622132858528;(430.6, 996.4);0;0;0;(0.0, 0.0);;;
3;34;0;False;True;False;-1622132859276;0;963;-1622132860239;956;0;1622132859276;(958.1, 696.0);1;1622132859283;1622132860239;(1251.2, 219.8);0;0;0;(0.0, 0.0);;;
4;22;24;False;True;False;-1622132861225;0;1916;-1622132863141;1909;0;1622132861225;(1016.7, 710.7);1;1622132861232;1622132863141;(679.7, 989.1);0;0;0;(0.0, 0.0);;;
5;28;13;False;True;False;-1622132863889;0;1389;-1622132865278;1380;0;1622132863889;(1016.7, 666.7);1;1622132863898;1622132865278;(958.1, 586.1);0;0;0;(0.0, 0.0);;;
1;6;26;False;True;False;-1622132932378;0;811;-1622132933189;804;0;1622132932378;(958.1, 659.4);1;1622132932385;1622132933189;(496.5, 2220.0);0;0;0;(0.0, 0.0);;;
2;5;16;False;True;False;-1622132933814;0;728;-1622132934542;721;0;1622132933814;(1024.1, 615.4);1;1622132933821;1622132934542;(196.1, 2183.4);0;0;0;(0.0, 0.0);;;
3;12;29;False;True;False;-1622132935620;0;1638;-1622132937258;1632;0;1622132935620;(1046.0, 520.2);1;1622132935626;1622132937258;(723.7, 1890.3);0;0;0;(0.0, 0.0);;;
4;27;22;False;True;False;-1622132940447;0;808;-1622132941255;803;0;1622132940447;(1053.4, 600.8);1;1622132940452;1622132941255;(635.7, 586.1);0;0;0;(0.0, 0.0);;;
5;17;11;False;True;False;-1622132941923;0;850;-1622132942773;843;0;1622132941923;(899.5, 600.8);1;1622132941930;1622132942773;(753.0, 1428.7);0;0;0;(0.0, 0.0);;;
6;33;29;False;True;False;-1622132943420;0;685;-1622132944105;676;0;1622132943420;(994.8, 417.6);1;1622132943429;1622132944105;(987.4, 197.8);0;0;0;(0.0, 0.0);;;
7;2;6;False;False;False;-1622132944545;0;1040;-1622132945585;1034;0;1622132944545;(987.4, 747.3);2;1622132944551;1622132945585;(753.0, 2586.3);0;0;0;(0.0, 0.0);(1082.7, 87.9, 0.0)*;;
8;14;22;False;True;False;-1622132946304;0;873;-1622132947177;867;0;1622132946304;(1046.0, 666.7);1;1622132946310;1622132947177;(1309.8, 1839.0);0;0;0;(0.0, 0.0);;;
9;18;1;False;False;False;-1622132947651;0;830;-1622132948481;821;0;1622132947651;(899.5, 600.8);2;1622132947660;1622132948481;(987.4, 1333.5);0;0;0;(0.0, 0.0);(1068.0, 1502.0, 0.0)*;;
10;11;7;False;True;False;-1622132948921;0;633;-1622132949554;626;0;1622132948921;(1038.7, 600.8);1;1622132948928;1622132949554;(459.9, 1831.7);0;0;0;(0.0, 0.0);;;
11;1;28;False;True;False;-1622132950083;0;645;-1622132950728;638;0;1622132950083;(1016.7, 725.3);1;1622132950090;1622132950728;(459.9, 2696.2);0;0;0;(0.0, 0.0);;;
12;7;3;False;False;False;-1622132955710;0;1087;-1622132956797;1079;0;1622132955710;(1009.4, 425.0);2;1622132955718;1622132956797;(694.4, 2212.7);0;0;0;(0.0, 0.0);(584.5, 2293.3, 0.0)*;;
13;24;3;False;True;False;-1622132957324;0;793;-1622132958117;786;0;1622132957324;(1031.4, 600.8);1;1622132957331;1622132958117;(1258.5, 1018.4);0;0;0;(0.0, 0.0);;;
14;3;2;False;True;False;-1622132958644;0;857;-1622132959501;851;0;1622132958644;(950.8, 622.8);1;1622132958650;1622132959501;(972.8, 2593.7);0;0;0;(0.0, 0.0);;;
15;28;7;False;True;False;-1622132960054;0;944;-1622132960998;938;0;1622132960054;(1075.3, 710.7);1;1622132960060;1622132960998;(1016.7, 622.8);0;0;0;(0.0, 0.0);;;
16;16;11;False;True;False;-1622132961480;0;695;-1622132962175;688;0;1622132961480;(980.1, 586.1);1;1622132961487;1622132962175;(452.6, 1362.8);0;0;0;(0.0, 0.0);;;
17;25;7;False;True;False;-1622132962674;0;802;-1622132963476;790;0;1622132962674;(980.1, 681.4);1;1622132962686;1622132963476;(196.1, 659.4);0;0;0;(0.0, 0.0);;;
18;23;17;False;True;False;-1622132963976;0;566;-1622132964542;558;0;1622132963976;(958.1, 600.8);1;1622132963984;1622132964542;(1053.4, 1040.4);0;0;0;(0.0, 0.0);;;
19;22;6;False;True;False;-1622132964984;0;617;-1622132965601;610;0;1622132964984;(958.1, 622.8);1;1622132964991;1622132965601;(709.0, 952.5);0;0;0;(0.0, 0.0);;;
20;32;0;False;True;False;-1622132965989;0;875;-1622132966864;869;0;1622132965989;(1082.7, 615.4);1;1622132965995;1622132966864;(694.4, 161.2);0;0;0;(0.0, 0.0);;;
21;21;5;False;True;False;-1622132967785;0;706;-1622132968491;699;0;1622132967785;(958.1, 688.7);1;1622132967792;1622132968491;(415.9, 1011.1);0;0;0;(0.0, 0.0);;;
22;19;34;False;True;False;-1622132969078;0;981;-1622132970059;974;0;1622132969078;(936.1, 681.4);1;1622132969085;1622132970059;(1185.2, 1414.1);0;0;0;(0.0, 0.0);;;
23;20;10;False;True;False;-1622132970548;0;687;-1622132971235;681;0;1622132970548;(1038.7, 747.3);1;1622132970554;1622132971235;(152.2, 1069.7);0;0;0;(0.0, 0.0);;;
